ID	DOCULECT	CONCEPT	FORM	TOKENS	COGID	SOURCE	NOTE
2745	Alike	Tongue	r.tɕ.i	r.tɕ i		Sagart2019	!
2746	OldChinese	Tongue	m.ə.+.l.a.t	m ə + l a.t		Sagart2019	
68	Gyalsumdo	Tree	t̪oŋbu	t̪ o.ŋ + b u		Dhakal2024	[x]
330	Jirel	Tree	nd̪oŋbo	ⁿd/d̪ o.ŋ + b o		Dhakal2024	[x]
588	Kagate	Tree	t̪oŋbo	t̪ o.ŋ + b o		Dhakal2024	[x]
844	Lowa	Tree	t̪oŋbo	t̪ o.ŋ + b o		Dhakal2024	[x]
1098	Nubri	Tree	t̪oŋpo	t̪ o.ŋ + p o		Dhakal2024	[x]
1348	Sherpa	Tree	d̪oŋbu	d̪ o.ŋ + b u		Dhakal2024	[x]
1592	Tsum	Tree	t̪oŋbo	t̪ o.ŋ + b o		Dhakal2024	[x]
1854	Yolmo	Tree	t̪uŋbu	t̪ u.ŋ + b u		Dhakal2024	[x]
2753	OldTibetan	Tree	ɕ.i.ŋ	ɕ i.ŋ		Sagart2019	
2754	Batang	Tree	x.ĩ.∼.⁵⁵.◦.ph.ũ.∼.⁵⁵	x ĩ ⁵⁵ + pʰ ũ ⁵⁵		Sagart2019	
2755	Xiahe	Tree	d.o.ŋ._.w.o	d o.ŋ + w o		Sagart2019	
2756	Lhasa	Tree	ɕ.i.ŋ.⁵⁵.◦.t.u.ŋ.⁵⁵	ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵		Sagart2019	
2757	Alike	Tree	ɣ.d.o.ŋ._.ŋ.o	ɣ.d o.ŋ + ŋ o		Sagart2019	!
2758	OldChinese	Tree	C/.+.mˤ.o.k	ç/k + mˤ o k		Sagart2019	cf. #243 'wood'
2759	OldTibetan	Tree	ɕ.i.ŋ.+.s.d.o.ŋ	ɕ i.ŋ + s.d o.ŋ		Sagart2019	
178	Gyalsumdo	Twenty	ɲiɕu	ɲ i + ɕ/tɕ u.!Ø/k		Dhakal2024	[x]
437	Jirel	Twenty	kʰaldʑik	kʰ a.l + !dʑ/tɕ i.k		Dhakal2024	[x]
694	Kagate	Twenty	ŋiɕju	ŋ i + ɕj/tɕ u		Dhakal2024	[x]
951	Lowa	Twenty	ɲidʑu	ɲ i + dʑ/tɕ u		Dhakal2024	[x]
1201	Nubri	Twenty	ɲiɕu	ɲ i + ɕ/tɕ u		Dhakal2024	[x]
1451	Sherpa	Twenty	ɲiɕju	ɲ i + ɕ/tɕ u		Dhakal2024	[x]
1694	Tsum	Twenty	ɲiɕu	ɲ i + ɕ/tɕ u		Dhakal2024	[x]
1956	Yolmo	Twenty	ɲiɕju	ɲ i + ɕ/tɕ u		Dhakal2024	[x]
1957	Yolmo	Twenty	kʰaldʑi	kʰ a.l + dʑ/tɕ i		Dhakal2024	[x]
2760	OldTibetan	Twenty	ɲ.i.+.+.ɕ.u	ɲ i + ɕ u		Sagart2019	
2761	Batang	Twenty	ȵ.ɪ.¹³.◦.xh.u.⁵³	ȵ ɪ ¹³ + xʰ u ⁵³		Sagart2019	
2762	Xiahe	Twenty	ȵ.u._.xh.ə	ȵ u + xʰ ə		Sagart2019	???
2763	Lhasa	Twenty	ȵ.i.¹³.◦.ɕ.u.⁵⁵	ȵ i ¹³ + ɕ u ⁵⁵		Sagart2019	
2764	Alike	Twenty	ȵ.u._.x.ə	ȵ u + x ə		Sagart2019	
166	Gyalsumdo	Two	ɲi	ɲ i		Dhakal2024	[x]
426	Jirel	Two	ɲi	ɲ i		Dhakal2024	[x]
683	Kagate	Two	ŋi	ŋ i		Dhakal2024	[x]
939	Lowa	Two	ɲi	ɲ i		Dhakal2024	[x]
1189	Nubri	Two	ɲi	ɲ i		Dhakal2024	[x]
1440	Sherpa	Two	ɲi	ɲ i		Dhakal2024	[x]
1683	Tsum	Two	ɲi	ɲ i		Dhakal2024	[x]
1945	Yolmo	Two	ɲi	ɲ i		Dhakal2024	[x]
2765	OldTibetan	Two	g.ɲ.i.s	g.ɲ i s		Sagart2019	
2766	Xiahe	Two	h.ȵ.i	h.ȵ i		Sagart2019	
2767	Lhasa	Two	ȵ.iː.⁵⁵	ȵ iː ⁵⁵		Sagart2019	
2768	Batang	Two	ȵ.i.⁵⁵	ȵ i ⁵⁵		Sagart2019	
2769	Alike	Two	ɣ.ȵ.i	ɣ.ȵ i		Sagart2019	
2770	OldChinese	Two	n.i.j.+.s	n i.j + s		Sagart2019	
53	Gyalsumdo	Water	tɕʰu	tɕʰ u		Dhakal2024	[x]
314	Jirel	Water	tɕʰju	tɕʰj/tɕʰ u		Dhakal2024	[x]
573	Kagate	Water	tɕʰju	tɕʰj/tɕʰ u		Dhakal2024	[x]
827	Lowa	Water	tɕʰju	tɕʰj/tɕʰ u		Dhakal2024	[x]
1083	Nubri	Water	tɕʰju	tɕʰj/tɕʰ u		Dhakal2024	[x]
1333	Sherpa	Water	tɕʰju	tɕʰj/tɕʰ u		Dhakal2024	[x]
1577	Tsum	Water	tɕʰju	tɕʰj/tɕʰ u		Dhakal2024	[x]
1839	Yolmo	Water	tɕʰu	tɕʰj/tɕʰ u		Dhakal2024	[x]
2780	OldTibetan	Water	tɕʰ.u	tɕʰ u		Sagart2019	https://stan.hypotheses.org/20 for the cognay of OT and OC
2781	Lhasa	Water	tɕʰ.u.⁵⁵	tɕʰ u ⁵⁵		Sagart2019	
2782	Xiahe	Water	tɕh.ə	tɕʰ ə		Sagart2019	
2783	Batang	Water	tɕʰ.ᴜ.⁵³	tɕʰ u ⁵³		Sagart2019	
2784	Alike	Water	tɕh.ə	tɕʰ ə		Sagart2019	
2785	OldChinese	Water	s.t.u.r.ʔ	s.t u.r ʔ		Sagart2019	
227	Gyalsumdo	We (inclusive)	ɲi	ɲ i		Dhakal2024	
228	Gyalsumdo	We (inclusive)	ɲija	ɲ i + j a		Dhakal2024	
229	Gyalsumdo	We (inclusive)	ɲiɹaŋ	ɲ i + ɹ a.ŋ		Dhakal2024	
491	Jirel	We (inclusive)	oɹoŋ	o + ɹ o.ŋ		Dhakal2024	
492	Jirel	We (inclusive)	ŋɡaŋe	ⁿg/g a + ŋ e		Dhakal2024	
739	Kagate	We (inclusive)	u	u		Dhakal2024	
1000	Lowa	We (inclusive)	woɾoŋ	w o + ɾ o.ŋ		Dhakal2024	
1247	Nubri	We (inclusive)	woɹoŋd̪o	w o + ɹ o.ŋ + d̪ o		Dhakal2024	
1495	Sherpa	We (inclusive)	oraŋ	o + r a.ŋ		Dhakal2024	
1746	Tsum	We (inclusive)	ɲoɹoŋ	ɲ o + ɹ o.ŋ		Dhakal2024	
1747	Tsum	We (inclusive)	ɲoɹoŋkja	ɲ o + ɹ o.ŋ + k.j a		Dhakal2024	
2003	Yolmo	We (inclusive)	ɲiɹaŋ	ɲ i + ɹ a.ŋ		Dhakal2024	
2786	OldTibetan	We (inclusive)	ɦ.o.+.s.k.o.l	ɦ o + s.k o.l		Sagart2019	
2787	Xiahe	We (inclusive)	ʔ.o._.tɕh.o	ʔ o + tɕʰ o		Sagart2019	
2788	Lhasa	We (inclusive)	ŋ.ã.∼.¹³.◦.tsh.o.⁵⁵	ŋ ã ¹³ + tsʰ o ⁵⁵		Sagart2019	
2789	Alike	We (inclusive)	ŋ.ə._.tɕh.o	ŋ ə + tɕʰ o		Sagart2019	
2790	Batang	We (inclusive)	ŋ.ø.y.¹³	ŋ øy ¹³		Sagart2019	
146	Gyalsumdo	Wet	taŋmu	t̪ a.ŋ + m u		Dhakal2024	[x]
404	Jirel	Wet	tʰəŋɡe	t̪ʰ ə.ŋ + g e		Dhakal2024	[x]
663	Kagate	Wet	taŋbu	t̪ a.ŋ + b u		Dhakal2024	[x]
919	Lowa	Wet	taŋa	t̪ a.ŋ + a		Dhakal2024	[x]
1169	Nubri	Wet	lompa	l o.m + p a		Dhakal2024	[x]
1420	Sherpa	Wet	tʰeŋa	t̪ʰ e.ŋ + !Ø/ŋ a		Dhakal2024	[x]
1663	Tsum	Wet	nd̪ompa	ⁿd/d̪ o.m + p a		Dhakal2024	[x]
1925	Yolmo	Wet	taŋmu	t̪ a.ŋ + m u		Dhakal2024	[x]
2791	OldTibetan	Wet	r.l.o.n	r.l o.n		Sagart2019	
2792	Batang	Wet	l.ẽ.∼.⁵⁵.◦.m.b.a.⁵³	l ẽ ⁵⁵ + m.b a ⁵³		Sagart2019	!
2793	Lhasa	Wet	l.ø̃.∼.⁵⁵.◦.p.o.⁵⁵	l ø̃ ⁵⁵ + p o ⁵⁵		Sagart2019	
2794	Xiahe	Wet	h.l.o._.m.b.a	h.l o + m.b a		Sagart2019	!
2795	Alike	Wet	ɣ.l.o.n._.b.æ	ɣ.l o.n + b æ		Sagart2019	
2796	OldChinese	Wet	qʰ.i.p	qʰ i.p		Sagart2019	
181	Gyalsumdo	What	tɕi	tɕ i		Dhakal2024	[x]
440	Jirel	What	tɕi	tɕ i		Dhakal2024	[x]
697	Kagate	What	tsi	!ts/tɕ i		Dhakal2024	[x]
954	Lowa	What	ki	!k/tɕ i		Dhakal2024	[?]
1204	Nubri	What	tɕi	tɕ i		Dhakal2024	[x]
1454	Sherpa	What	kʰaŋ	kʰ a.ŋ		Dhakal2024	[x]
1697	Tsum	What	tɕi	tɕ i		Dhakal2024	[x]
1960	Yolmo	What	tɕi	tɕ i		Dhakal2024	[x]
2797	OldTibetan	What	tɕʰ.i	tɕʰ i		Sagart2019	
2798	Lhasa	What	kh.a.¹³.◦.r.e.⁵⁵	kʰ a ¹³ + r e ⁵⁵		Sagart2019	
2799	Batang	What	tɕh.ɪ.⁵³	tɕʰ ɪ ⁵³		Sagart2019	
2800	Xiahe	What	tɕh.ə._.z.ə.χ	tɕʰ ə + z ə.χ		Sagart2019	
2801	Alike	What	tɕh.ə._.z.u.k	tɕʰ ə + z u.k		Sagart2019	
2802	OldChinese	What	gˤ.a	gˤ a		Sagart2019	
2803	OldChinese	What	gˤ.a.j	gˤ a.j		Sagart2019	
77	Gyalsumdo	Wheat (husked)	to	t̪ o		Dhakal2024	[x]
338	Jirel	Wheat (husked)	tʰa	t̪ʰ a		Dhakal2024	[x]
596	Kagate	Wheat (husked)	nẽjã	n ẽ + j ã		Dhakal2024	[x]
852	Lowa	Wheat (husked)	to	t̪ o		Dhakal2024	[x]
1106	Nubri	Wheat (husked)	toh	t̪ o.h		Dhakal2024	[x]
1356	Sherpa	Wheat (husked)	tʰa	t̪ʰ a		Dhakal2024	[x]
1600	Tsum	Wheat (husked)	ne	n e		Dhakal2024	[x]
1862	Yolmo	Wheat (husked)	ne	n e		Dhakal2024	[x]
2804	Alike	Wheat (husked)	cç.o	cç o		Sagart2019	!
2805	Lhasa	Wheat (husked)	tʂh.o.¹³	ʈʂʰ o ¹³		Sagart2019	
2806	Batang	Wheat (husked)	tʂ.o.²³¹	ʈʂ o ²³¹		Sagart2019	
2807	Xiahe	Wheat (husked)	tɕ.o	tɕ o		Sagart2019	
2808	OldChinese	Wheat (husked)	m.+.rˤ.ə.k	m + rˤ ə.k		Sagart2019	
2809	OldTibetan	Wheat (husked)	g.r.o	g.r o		Sagart2019	
182	Gyalsumdo	Where	kəɹu	k ə + ɹ u		Dhakal2024	[x]
441	Jirel	Where	kʰapa	kʰ a + p a		Dhakal2024	[x]
698	Kagate	Where	kala	k a + l a		Dhakal2024	[x]
955	Lowa	Where	karu	k a + !r/ɾ u		Dhakal2024	[x]
1205	Nubri	Where	kønt̪a	k ø.n + t̪ a		Dhakal2024	[?]
1455	Sherpa	Where	kʰani	kʰ a + n i		Dhakal2024	[x]
1698	Tsum	Where	kana	k a + n a		Dhakal2024	[x]
1961	Yolmo	Where	ka	k a		Dhakal2024	[x]
2810	OldTibetan	Where	g.a.+.n.a	g a + n a		Sagart2019	
2811	Batang	Where	k.ɑ.¹³	k ɑ ¹³		Sagart2019	
2812	Xiahe	Where	k.a.ŋ._.n.a	k a.ŋ + n a		Sagart2019	
2813	Lhasa	Where	kh.a.¹³.◦.p.aː.⁵⁵	kʰ a ¹³ + p aː ⁵⁵		Sagart2019	
2814	Alike	Where	k.a.ŋ._.n.æ	k a.ŋ + n æ		Sagart2019	
2815	OldChinese	Where	ɢʷ.a.n	ɢʷ a.n		Sagart2019	
162	Gyalsumdo	White	kaɹpu	k a.ɹ + p u		Dhakal2024	d.k a.r
421	Jirel	White	kaɹmu	k a.ɹ + m u		Dhakal2024	d.k a.r
679	Kagate	White	karmu	k a.r + m u		Dhakal2024	d.k a.r
935	Lowa	White	kawo	k a + w o		Dhakal2024	d.k a.r
1185	Nubri	White	kaɹpo	k a.ɹ + p o		Dhakal2024	d.k a.r
1436	Sherpa	White	karbu	k a.r + b u		Dhakal2024	d.k a.r
1679	Tsum	White	kaɹbo	k a.ɹ + b o		Dhakal2024	d.k a.r
1941	Yolmo	White	kaɾpu	k a.ɾ/ɹ + p u		Dhakal2024	d.k a.r
2816	OldTibetan	White	d.k.a.r.+	d.k a.r		Sagart2019	
2817	Lhasa	White	k.aː.⁵⁵.◦.p.o.⁵⁵	k aː ⁵⁵ + p o ⁵⁵		Sagart2019	
2818	Batang	White	k.ɑ.⁵⁵.◦.k.a.⁵⁵	k ɑ ⁵⁵ + k a ⁵⁵		Sagart2019	
2819	Xiahe	White	k.a._.r.o	k a + r o		Sagart2019	
2820	Alike	White	k.a._.r.o	k a + r o		Sagart2019	
2821	OldChinese	White	bˤ.r.a.k	bˤ.r a.k		Sagart2019	white < clear
180	Gyalsumdo	Who	su	s u		Dhakal2024	← Chinese shi
439	Jirel	Who	su	s u		Dhakal2024	← Chinese shi
696	Kagate	Who	su	s u		Dhakal2024	← Chinese shi
953	Lowa	Who	su	s u		Dhakal2024	← Chinese shi
1203	Nubri	Who	su	s u		Dhakal2024	← Chinese shi
1453	Sherpa	Who	su	s u		Dhakal2024	← Chinese shi
1696	Tsum	Who	su	s u		Dhakal2024	← Chinese shi
1959	Yolmo	Who	su	s u		Dhakal2024	← Chinese shi
2822	OldTibetan	Who	s.u	s u		Sagart2019	
2823	Xiahe	Who	sʰ.ə	sʰ ə		Sagart2019	???
2824	Lhasa	Who	s.u.⁵⁵	s u ⁵⁵		Sagart2019	
2825	Alike	Who	s.ə	s ə		Sagart2019	
2826	Batang	Who	s.ᴜ.⁵³	s u ⁵³		Sagart2019	
2827	OldChinese	Who	d.u.j	d u.j		Sagart2019	
126	Gyalsumdo	Wife	keɹme	k e.ɹ + m e		Dhakal2024	[x]
386	Jirel	Wife	pʰemme	pʰ e.m + m e		Dhakal2024	[x]
642	Kagate	Wife	tɕʰjuŋma	tɕʰj/tɕʰ u.ŋ + m a		Dhakal2024	[x]
643	Kagate	Wife	peme	p e.!Ø/n + m e		Dhakal2024	[x]
899	Lowa	Wife	keme	k e + m e		Dhakal2024	[x]
1151	Nubri	Wife	ɕɛt̪aŋ	ɕ ɛ + t̪ a.ŋ		Dhakal2024	[x]
1402	Sherpa	Wife	pʰermi	pʰ e.r + m i		Dhakal2024	[x]
1645	Tsum	Wife	tɕʰjumma	tɕʰ.j u.m + m a		Dhakal2024	[x]
1907	Yolmo	Wife	pimi	p i + m i		Dhakal2024	[x]
2828	OldTibetan	Wife	kʰ.j.o.+.m.o	kʰ.j o + m o		Sagart2019	
2829	Lhasa	Wife	a.⁵⁵.◦.tɕ.e.⁵⁵	a ⁵⁵ + tɕ e ⁵⁵		Sagart2019	
2830	Lhasa	Wife	c.e.⁵⁵.◦.m.ɛ̃.∼.⁵⁵	c e ⁵⁵ + m ɛ̃ ⁵⁵		Sagart2019	
2831	Batang	Wife	m.o.¹³.◦.ȵ.o.ʔ.⁵³	m o ¹³ + ȵ o.ʔ ⁵³		Sagart2019	
2832	Batang	Wife	nd.u.¹³.◦.r.o.ʔ.⁵³	ⁿd u ¹³ + r o.ʔ ⁵³		Sagart2019	!
2833	Alike	Wife	tɕ.o.ŋ._.m.a	tɕ o.ŋ + m a		Sagart2019	
2834	Xiahe	Wife	n.a.χ._.m.o	n a.χ + m o		Sagart2019	
2835	OldChinese	Wife	tsʰˤ.ə.j	tsʰˤ ə.j		Sagart2019	consort, wife'. Onset now believed to be *s-l̥-. WT zla-ba.
2836	OldChinese	Wife	m.ə.+.b.ə.ʔ	m ə + b ə.ʔ		Sagart2019	WT bag-ma 'bride'
58	Gyalsumdo	Wind	hlawa	h.l a + w a		Dhakal2024	[x]
320	Jirel	Wind	hlaba	h.l a + b a		Dhakal2024	[x]
578	Kagate	Wind	hlaba	h.l a + b a		Dhakal2024	[x]
832	Lowa	Wind	luŋ	l u.ŋ		Dhakal2024	[x]
833	Lowa	Wind	luŋpo	l u.ŋ + p o		Dhakal2024	[x]
1088	Nubri	Wind	hlawa	h.l a + w a		Dhakal2024	[x]
1338	Sherpa	Wind	luŋ	l u.ŋ		Dhakal2024	[x]
1582	Tsum	Wind	hlapa	h.l a + p a		Dhakal2024	[x]
1844	Yolmo	Wind	hlawa	h.l a + w a		Dhakal2024	[x]
2837	OldTibetan	Wind	r.l.u.ŋ	r.l u.ŋ		Sagart2019	
2838	Batang	Wind	l.ũ.∼.⁵⁵	l ũ ⁵⁵		Sagart2019	
2839	Lhasa	Wind	ɬ.a.k.⁵⁵.◦.p.a.⁵⁵	ɬ a.k ⁵⁵ + p a ⁵⁵		Sagart2019	
2840	Xiahe	Wind	sʰ.e._.r.ə	sʰ e + r ə		Sagart2019	???
2841	Alike	Wind	w.l.o.ŋ	w.l o ŋ		Sagart2019	!
2842	OldChinese	Wind	p.r.ə.m	p.r ə.m		Sagart2019	
114	Gyalsumdo	Woman	pomo	p o + m o		Dhakal2024	[?]
375	Jirel	Woman	pʰemmemi	pʰ e.m + m e + m i		Dhakal2024	[?]
631	Kagate	Woman	penpidza	p e.n + p i + dz a		Dhakal2024	[?]
888	Lowa	Woman	keme	k e + m e		Dhakal2024	[?]
1140	Nubri	Woman	põbetsa	p !õ/o + !b/p e + ts a		Dhakal2024	[?]
1391	Sherpa	Woman	pʰumpʰedza	pʰ u.m + pʰ e + dz a		Dhakal2024	[?]
1634	Tsum	Woman	poĩpiza	p oĩ + p i + z a		Dhakal2024	[?]
1896	Yolmo	Woman	pimi	p i + m i		Dhakal2024	[?]
2843	OldTibetan	Woman	b.u.d.+.m.e.d	b u.d + m e.d		Sagart2019	
2844	Lhasa	Woman	ph.y.¹³.◦.m.e.⁵²	pʰ y ¹³ + m e ⁵²		Sagart2019	
2845	Batang	Woman	m.ᴜ.¹³.◦.ȵ.o.ʔ.⁵³	m u ¹³ + ȵ o.ʔ ⁵³		Sagart2019	
2846	Alike	Woman	w.ə._.m.ȵ.ə.t	w ə + m.ȵ ə.t		Sagart2019	!
2847	Xiahe	Woman	ʔ.a._.j.i._.tɕh.o	ʔ a + j i + tɕʰ o		Sagart2019	
2848	OldChinese	Woman	n.r.a.ʔ	n.r a ʔ		Sagart2019	
141	Gyalsumdo	Year	lo	l o		Dhakal2024	[x]
399	Jirel	Year	lo	l o		Dhakal2024	[x]
656	Kagate	Year	lo	l o		Dhakal2024	[x]
912	Lowa	Year	lo	l o		Dhakal2024	[x]
1164	Nubri	Year	lo	l o		Dhakal2024	[x]
1415	Sherpa	Year	lo	l o		Dhakal2024	[x]
1658	Tsum	Year	lo	l o		Dhakal2024	[x]
1920	Yolmo	Year	lo	l o		Dhakal2024	[x]
2849	OldTibetan	Year	l.o	l o		Sagart2019	
2850	Alike	Year	l.o	l o		Sagart2019	
2851	Lhasa	Year	l.o.¹³	l o ¹³		Sagart2019	
2852	Batang	Year	l.ᴜ.²³¹	l u ²³¹		Sagart2019	
2853	Xiahe	Year	l.o	l o		Sagart2019	
2854	OldChinese	Year	C/.+.nˤ.i.ŋ	ç/k + nˤ i.ŋ		Sagart2019	
135	Gyalsumdo	Yesterday	t̪aŋ	t̪ a.ŋ		Dhakal2024	[x]
394	Jirel	Yesterday	nd̪aŋ	ⁿd/d̪ a.ŋ		Dhakal2024	[x]
652	Kagate	Yesterday	d̪aŋ	d̪ a.ŋ		Dhakal2024	[x]
907	Lowa	Yesterday	nd̪aŋ	ⁿd/d a.ŋ		Dhakal2024	[x]
1159	Nubri	Yesterday	t̪aŋ	t̪ a.ŋ		Dhakal2024	[x]
1410	Sherpa	Yesterday	d̪aŋ	d̪ a.ŋ		Dhakal2024	[x]
1653	Tsum	Yesterday	nd̪aŋ	ⁿd/d̪ a.ŋ		Dhakal2024	[x]
1915	Yolmo	Yesterday	nd̪aŋ	ⁿd/d̪ a.ŋ		Dhakal2024	[x]
2855	Xiahe	Yesterday	kʰ.a._.h.ts.a.ŋ	kʰ a + h.ts a.ŋ		Sagart2019	!
2856	Batang	Yesterday	kʰ.a.¹³.◦.ts.õ.∼.⁵⁵	kʰ a ¹³ + ts õ ⁵⁵		Sagart2019	
2857	Lhasa	Yesterday	kʰ.eː.⁵⁵.◦.s.ə.⁵⁵	kʰ eː ⁵⁵ + s ə ⁵⁵		Sagart2019	
2858	Alike	Yesterday	kʰ.a._.r.ts.a.ŋ	kʰ a + r.ts a.ŋ		Sagart2019	!
2859	OldChinese	Yesterday	dzˤ.a.k	dzˤ a.k		Sagart2019	
2860	OldTibetan	Yesterday	kʰ.a.r.+.s.a.ŋ	kʰ a.r + s a.ŋ		Sagart2019	not in OT
222	Gyalsumdo	You (informal)	kʰe	kʰ.!Ø/j e		Dhakal2024	[x]
488	Jirel	You (informal)	kʰo	kʰ.!Ø/j o		Dhakal2024	[x]
735	Kagate	You (informal)	kʰjo	kʰ.j o		Dhakal2024	[x]
996	Lowa	You (informal)	kʰøʔ	kʰ.!Ø/j ø.ʔ		Dhakal2024	[x]
1243	Nubri	You (informal)	kʰjo	kʰ.j o		Dhakal2024	[x]
1491	Sherpa	You (informal)	kʰjoroŋ	kʰ.j o + r o.ŋ		Dhakal2024	[x]
1742	Tsum	You (informal)	kʰjøʔ	kʰ.j ø.ʔ		Dhakal2024	[x]
1998	Yolmo	You (informal)	kʰje	kʰ.j e		Dhakal2024	[x]
1999	Yolmo	You (informal)	kʰjø	kʰ.j ø		Dhakal2024	[x] variant of 2006
2708	OldTibetan	You (informal)	kʰ.ʲ.o.d	kʰ.j o.d		Sagart2019	
2709	Lhasa	You (informal)	ch.e.⁵⁵._.r.a.ŋ.⁵⁵	ch/ts e ⁵⁵ + r a.ŋ ⁵⁵		Sagart2019	
2710	Batang	You (informal)	h.ø.ʔ.⁵³	h ø.ʔ ⁵³		Sagart2019	
2711	Xiahe	You (informal)	tɕh.o	tɕʰ o		Sagart2019	
2712	Alike	You (informal)	cçh.o	cçʰ o		Sagart2019	!
2713	OldChinese	You (informal)	n.a.ʔ	n a.ʔ		Sagart2019	
2714	OldChinese	You (informal)	nˤ.ə.r.ʔ	nˤ ə.r ʔ		Sagart2019	爾 nyeX < *n[ə][r]ʔ
231	Gyalsumdo	You (plural)	kʰija	kʰ i + j a		Dhakal2024	
493	Jirel	You (plural)	kʰjokjon	kʰ.j o + k.j o n		Dhakal2024	
741	Kagate	You (plural)	kʰjokja	kʰ.j o + k.j a		Dhakal2024	
1002	Lowa	You (plural)	kʰekja	kʰ e + k.j a		Dhakal2024	
1249	Nubri	You (plural)	kʰed̪o	kʰ e + d̪ o		Dhakal2024	
1497	Sherpa	You (plural)	kʰiraŋd̪iba	kʰ i + r a.ŋ + d̪ i + b a		Dhakal2024	
1748	Tsum	You (plural)	kʰeɹaŋkja	kʰ e + ɹ a.ŋ + k.j a		Dhakal2024	
2005	Yolmo	You (plural)	kʰjapəti	kʰ.j a + p ə + t̪ i		Dhakal2024	
2861	OldTibetan	You (plural)	kʰ.j.o.d	kʰ.j o.d		Sagart2019	
2862	Alike	You (plural)	c.çh.ə._.tɕh.o	c.çʰ ə + tɕʰ o		Sagart2019	
2863	Batang	You (plural)	h.ø.y.⁵³	h øy ⁵³		Sagart2019	
2864	Lhasa	You (plural)	ch.e.⁵⁵.◦.r.a.ŋ.⁵⁵.◦.tsh.o	ch/ts e ⁵⁵ + r a ŋ ⁵⁵ + tsʰ o		Sagart2019	
2865	Xiahe	You (plural)	tɕh.ə._.tɕh.o	tɕʰ ə + tɕʰ o		Sagart2019	
